,G,flip,p1,post,pre,x,z
0,False,1,0.78,2,2,0,2
1,True,0,0.78,3,3,0,3
2,False,1,0.78,2,2,0,2
3,False,1,0.78,2,2,0,2
4,False,1,0.78,2,2,0,2
5,False,1,0.78,2,2,0,2
6,False,1,0.78,2,2,0,2
7,False,1,0.78,2,2,0,2
8,True,0,0.78,3,3,0,3
9,False,1,0.78,2,2,0,2
10,False,1,0.78,2,2,0,2
11,False,1,0.78,2,2,0,2
12,False,1,0.78,2,2,0,2
13,False,1,0.78,2,2,0,2
14,False,1,0.78,2,2,0,2
15,False,1,0.78,2,2,0,2
16,True,0,0.78,3,3,0,3
17,False,1,0.78,2,2,0,2
18,False,1,0.78,2,2,0,2
19,False,1,0.78,2,2,0,2
20,False,1,0.78,2,2,0,2
21,False,1,0.78,2,2,0,2
22,False,1,0.78,2,2,0,2
23,False,1,0.78,2,2,0,2
24,False,1,0.78,2,2,0,2
25,True,0,0.78,3,3,0,3
26,False,1,0.78,2,2,0,2
27,False,1,0.78,2,2,0,2
28,False,1,0.78,2,2,0,2
29,False,1,0.78,2,2,0,2
30,True,0,0.78,3,3,0,3
31,True,0,0.78,3,3,0,3
32,False,1,0.78,2,2,0,2
33,False,1,0.78,2,2,0,2
34,True,0,0.78,3,3,0,3
35,True,0,0.78,3,3,0,3
36,True,0,0.78,3,3,0,3
37,False,1,0.78,2,2,0,2
38,False,1,0.78,2,2,0,2
39,False,1,0.78,2,2,0,2
40,False,1,0.78,2,2,0,2
41,False,1,0.78,2,2,0,2
42,False,1,0.78,2,2,0,2
43,False,1,0.78,2,2,0,2
44,True,0,0.78,3,3,0,3
45,False,1,0.78,2,2,0,2
46,False,1,0.78,2,2,0,2
47,False,1,0.78,2,2,0,2
48,False,1,0.78,2,2,0,2
49,True,0,0.78,3,3,0,3
50,False,1,0.78,2,2,0,2
51,True,0,0.78,3,3,0,3
52,False,1,0.78,2,2,0,2
53,False,1,0.78,2,2,0,2
54,False,1,0.78,2,2,0,2
55,False,1,0.78,2,2,0,2
56,False,1,0.78,2,2,0,2
57,False,1,0.78,2,2,0,2
58,False,1,0.78,2,2,0,2
59,False,1,0.78,2,2,0,2
60,False,1,0.78,2,2,0,2
61,False,1,0.78,2,2,0,2
62,False,1,0.78,2,2,0,2
63,False,1,0.78,2,2,0,2
64,False,1,0.78,2,2,0,2
65,False,1,0.78,2,2,0,2
66,False,1,0.78,2,2,0,2
67,False,1,0.78,2,2,0,2
68,False,1,0.78,2,2,0,2
69,False,1,0.78,2,2,0,2
70,False,1,0.78,2,2,0,2
71,True,0,0.78,3,3,0,3
72,False,1,0.78,2,2,0,2
73,False,1,0.78,2,2,0,2
74,False,1,0.78,2,2,0,2
75,True,0,0.78,3,3,0,3
76,False,1,0.78,2,2,0,2
77,False,1,0.78,2,2,0,2
78,False,1,0.78,2,2,0,2
79,False,1,0.78,2,2,0,2
80,True,0,0.78,3,3,0,3
81,False,1,0.78,2,2,0,2
82,True,0,0.78,3,3,0,3
83,False,1,0.78,2,2,0,2
84,False,1,0.78,2,2,0,2
85,False,1,0.78,2,2,0,2
86,True,0,0.78,3,3,0,3
87,True,0,0.78,3,3,0,3
88,True,0,0.78,3,3,0,3
89,False,1,0.78,2,2,0,2
90,False,1,0.78,2,2,0,2
91,True,0,0.78,3,3,0,3
92,False,1,0.78,2,2,0,2
93,True,0,0.78,3,3,0,3
94,False,1,0.78,2,2,0,2
95,False,1,0.78,2,2,0,2
96,False,1,0.78,2,2,0,2
97,False,1,0.78,2,2,0,2
98,False,1,0.78,2,2,0,2
99,False,1,0.78,2,2,0,2
100,False,1,0.78,2,2,0,2
101,False,1,0.78,2,2,0,2
102,False,1,0.78,2,2,0,2
103,False,1,0.78,2,2,0,2
104,False,1,0.78,2,2,0,2
105,False,1,0.78,2,2,0,2
106,False,1,0.78,2,2,0,2
107,False,1,0.78,2,2,0,2
108,False,1,0.78,2,2,0,2
109,True,0,0.78,3,3,0,3
110,False,1,0.78,2,2,0,2
111,False,1,0.78,2,2,0,2
112,False,1,0.78,2,2,0,2
113,False,1,0.78,2,2,0,2
114,False,1,0.78,2,2,0,2
115,True,0,0.78,3,3,0,3
116,False,1,0.78,2,2,0,2
117,True,0,0.78,3,3,0,3
118,False,1,0.78,2,2,0,2
119,False,1,0.78,2,2,0,2
120,False,1,0.78,2,2,0,2
121,False,1,0.78,2,2,0,2
122,False,1,0.78,2,2,0,2
123,False,1,0.78,2,2,0,2
124,False,1,0.78,2,2,0,2
125,True,0,0.78,3,3,0,3
126,True,0,0.78,3,3,0,3
127,False,1,0.78,2,2,0,2
128,False,1,0.78,2,2,0,2
129,True,0,0.78,3,3,0,3
130,False,1,0.78,2,2,0,2
131,False,1,0.78,2,2,0,2
132,False,1,0.78,2,2,0,2
133,False,1,0.78,2,2,0,2
134,False,1,0.78,2,2,0,2
135,False,1,0.78,2,2,0,2
136,False,1,0.78,2,2,0,2
137,False,1,0.78,2,2,0,2
138,False,1,0.78,2,2,0,2
139,False,1,0.78,2,2,0,2
140,True,0,0.78,3,3,0,3
141,False,1,0.78,2,2,0,2
142,True,0,0.78,3,3,0,3
143,False,1,0.78,2,2,0,2
144,False,1,0.78,2,2,0,2
145,True,0,0.78,3,3,0,3
146,True,0,0.78,3,3,0,3
147,False,1,0.78,2,2,0,2
148,False,1,0.78,2,2,0,2
149,True,0,0.78,3,3,0,3
150,True,0,0.78,3,3,0,3
151,False,1,0.78,2,2,0,2
152,False,1,0.78,2,2,0,2
153,False,1,0.78,2,2,0,2
154,False,1,0.78,2,2,0,2
155,True,0,0.78,3,3,0,3
156,False,1,0.78,2,2,0,2
157,False,1,0.78,2,2,0,2
158,False,1,0.78,2,2,0,2
159,False,1,0.78,2,2,0,2
160,False,1,0.78,2,2,0,2
161,False,1,0.78,2,2,0,2
162,False,1,0.78,2,2,0,2
163,True,0,0.78,3,3,0,3
164,False,1,0.78,2,2,0,2
165,False,1,0.78,2,2,0,2
166,False,1,0.78,2,2,0,2
167,True,0,0.78,3,3,0,3
168,False,1,0.78,2,2,0,2
169,False,1,0.78,2,2,0,2
170,False,1,0.78,2,2,0,2
171,True,0,0.78,3,3,0,3
172,False,1,0.78,2,2,0,2
173,False,1,0.78,2,2,0,2
174,False,1,0.78,2,2,0,2
175,False,1,0.78,2,2,0,2
176,False,1,0.78,2,2,0,2
177,True,0,0.78,3,3,0,3
178,False,1,0.78,2,2,0,2
179,False,1,0.78,2,2,0,2
180,True,0,0.78,3,3,0,3
181,False,1,0.78,2,2,0,2
182,False,1,0.78,2,2,0,2
183,False,1,0.78,2,2,0,2
184,True,0,0.78,3,3,0,3
185,False,1,0.78,2,2,0,2
186,False,1,0.78,2,2,0,2
187,False,1,0.78,2,2,0,2
188,True,0,0.78,3,3,0,3
189,False,1,0.78,2,2,0,2
190,False,1,0.78,2,2,0,2
191,False,1,0.78,2,2,0,2
192,False,1,0.78,2,2,0,2
193,False,1,0.78,2,2,0,2
194,True,0,0.78,3,3,0,3
195,False,1,0.78,2,2,0,2
196,False,1,0.78,2,2,0,2
197,False,1,0.78,2,2,0,2
198,False,1,0.78,2,2,0,2
199,False,1,0.78,2,2,0,2
200,True,0,0.78,3,3,0,3
201,False,1,0.78,2,2,0,2
202,True,0,0.78,3,3,0,3
203,False,1,0.78,2,2,0,2
204,False,1,0.78,2,2,0,2
205,False,1,0.78,2,2,0,2
206,False,1,0.78,2,2,0,2
207,False,1,0.78,2,2,0,2
208,False,1,0.78,2,2,0,2
209,False,1,0.78,2,2,0,2
210,False,1,0.78,2,2,0,2
211,True,0,0.78,3,3,0,3
212,True,0,0.78,3,3,0,3
213,False,1,0.78,2,2,0,2
214,True,0,0.78,3,3,0,3
215,False,1,0.78,2,2,0,2
216,False,1,0.78,2,2,0,2
217,False,1,0.78,2,2,0,2
218,False,1,0.78,2,2,0,2
219,True,0,0.78,3,3,0,3
220,False,1,0.78,2,2,0,2
221,False,1,0.78,2,2,0,2
222,True,0,0.78,3,3,0,3
223,True,0,0.78,3,3,0,3
224,False,1,0.78,2,2,0,2
225,False,1,0.78,2,2,0,2
226,False,1,0.78,2,2,0,2
227,False,1,0.78,2,2,0,2
228,False,1,0.78,2,2,0,2
229,False,1,0.78,2,2,0,2
230,False,1,0.78,2,2,0,2
231,True,0,0.78,3,3,0,3
232,False,1,0.78,2,2,0,2
233,True,0,0.78,3,3,0,3
234,True,0,0.78,3,3,0,3
235,False,1,0.78,2,2,0,2
236,True,0,0.78,3,3,0,3
237,False,1,0.78,2,2,0,2
238,False,1,0.78,2,2,0,2
239,False,1,0.78,2,2,0,2
240,False,1,0.78,2,2,0,2
241,False,1,0.78,2,2,0,2
242,False,1,0.78,2,2,0,2
243,False,1,0.78,2,2,0,2
244,False,1,0.78,2,2,0,2
245,False,1,0.78,2,2,0,2
246,False,1,0.78,2,2,0,2
247,True,0,0.78,3,3,0,3
248,False,1,0.78,2,2,0,2
249,False,1,0.78,2,2,0,2
250,False,1,0.78,2,2,0,2
251,False,1,0.78,2,2,0,2
252,False,1,0.78,2,2,0,2
253,False,1,0.78,2,2,0,2
254,True,0,0.78,3,3,0,3
255,False,1,0.78,2,2,0,2
256,True,0,0.78,3,3,0,3
257,False,1,0.78,2,2,0,2
258,True,0,0.78,3,3,0,3
259,False,1,0.78,2,2,0,2
260,False,1,0.78,2,2,0,2
261,False,1,0.78,2,2,0,2
262,False,1,0.78,2,2,0,2
263,False,1,0.78,2,2,0,2
264,False,1,0.78,2,2,0,2
265,False,1,0.78,2,2,0,2
266,False,1,0.78,2,2,0,2
267,False,1,0.78,2,2,0,2
268,False,1,0.78,2,2,0,2
269,False,1,0.78,2,2,0,2
270,False,1,0.78,2,2,0,2
271,True,0,0.78,3,3,0,3
272,False,1,0.78,2,2,0,2
273,False,1,0.78,2,2,0,2
274,False,1,0.78,2,2,0,2
275,False,1,0.78,2,2,0,2
276,False,1,0.78,2,2,0,2
277,False,1,0.78,2,2,0,2
278,False,1,0.78,2,2,0,2
279,False,1,0.78,2,2,0,2
280,False,1,0.78,2,2,0,2
281,True,0,0.78,3,3,0,3
282,True,0,0.78,3,3,0,3
283,True,0,0.78,3,3,0,3
284,False,1,0.78,2,2,0,2
285,True,0,0.78,3,3,0,3
286,False,1,0.78,2,2,0,2
287,False,1,0.78,2,2,0,2
288,False,1,0.78,2,2,0,2
289,False,1,0.78,2,2,0,2
290,True,0,0.78,3,3,0,3
291,False,1,0.78,2,2,0,2
292,False,1,0.78,2,2,0,2
293,False,1,0.78,2,2,0,2
294,False,1,0.78,2,2,0,2
295,False,1,0.78,2,2,0,2
296,False,1,0.78,2,2,0,2
297,False,1,0.78,2,2,0,2
298,False,1,0.78,2,2,0,2
299,False,1,0.78,2,2,0,2
300,True,0,0.78,3,3,0,3
301,False,1,0.78,2,2,0,2
302,True,0,0.78,3,3,0,3
303,True,0,0.78,3,3,0,3
304,False,1,0.78,2,2,0,2
305,False,1,0.78,2,2,0,2
306,True,0,0.78,3,3,0,3
307,False,1,0.78,2,2,0,2
308,False,1,0.78,2,2,0,2
309,False,1,0.78,2,2,0,2
310,False,1,0.78,2,2,0,2
311,False,1,0.78,2,2,0,2
312,False,1,0.78,2,2,0,2
313,False,1,0.78,2,2,0,2
314,False,1,0.78,2,2,0,2
315,False,1,0.78,2,2,0,2
316,False,1,0.78,2,2,0,2
317,False,1,0.78,2,2,0,2
318,False,1,0.78,2,2,0,2
319,True,0,0.78,3,3,0,3
320,False,1,0.78,2,2,0,2
321,False,1,0.78,2,2,0,2
322,True,0,0.78,3,3,0,3
323,False,1,0.78,2,2,0,2
324,False,1,0.78,2,2,0,2
325,False,1,0.78,2,2,0,2
326,False,1,0.78,2,2,0,2
327,False,1,0.78,2,2,0,2
328,False,1,0.78,2,2,0,2
329,True,0,0.78,3,3,0,3
330,True,0,0.78,3,3,0,3
331,False,1,0.78,2,2,0,2
332,True,0,0.78,3,3,0,3
333,False,1,0.78,2,2,0,2
334,True,0,0.78,3,3,0,3
335,False,1,0.78,2,2,0,2
336,False,1,0.78,2,2,0,2
337,False,1,0.78,2,2,0,2
338,False,1,0.78,2,2,0,2
339,False,1,0.78,2,2,0,2
340,True,0,0.78,3,3,0,3
341,False,1,0.78,2,2,0,2
342,False,1,0.78,2,2,0,2
343,True,0,0.78,3,3,0,3
344,True,0,0.78,3,3,0,3
345,False,1,0.78,2,2,0,2
346,False,1,0.78,2,2,0,2
347,False,1,0.78,2,2,0,2
348,False,1,0.78,2,2,0,2
349,False,1,0.78,2,2,0,2
350,False,1,0.78,2,2,0,2
351,False,1,0.78,2,2,0,2
352,False,1,0.78,2,2,0,2
353,False,1,0.78,2,2,0,2
354,False,1,0.78,2,2,0,2
355,True,0,0.78,3,3,0,3
356,True,0,0.78,3,3,0,3
357,True,0,0.78,3,3,0,3
358,False,1,0.78,2,2,0,2
359,True,0,0.78,3,3,0,3
360,False,1,0.78,2,2,0,2
361,False,1,0.78,2,2,0,2
362,False,1,0.78,2,2,0,2
363,False,1,0.78,2,2,0,2
364,False,1,0.78,2,2,0,2
365,False,1,0.78,2,2,0,2
366,False,1,0.78,2,2,0,2
367,True,0,0.78,3,3,0,3
368,True,0,0.78,3,3,0,3
369,False,1,0.78,2,2,0,2
370,False,1,0.78,2,2,0,2
371,False,1,0.78,2,2,0,2
372,False,1,0.78,2,2,0,2
373,True,0,0.78,3,3,0,3
374,False,1,0.78,2,2,0,2
375,False,1,0.78,2,2,0,2
376,False,1,0.78,2,2,0,2
377,False,1,0.78,2,2,0,2
